,Lifter,Date,variable,value
1351,Nicholas Farison,03/06/2022,bodyweight_kg,74.2
1352,Joshua Espinosa,09/10/2022,bodyweight_kg,102.2
1353,Joshua Heiss,06/08/2022,bodyweight_kg,74.3
1354,Adam Proben,03/26/2022,bodyweight_kg,81.1
1355,Jacob Hernandez,08/13/2022,bodyweight_kg,66.4
1356,Julian Posas,01/29/2022,bodyweight_kg,87.8
1357,William Hemmen,06/08/2022,bodyweight_kg,105.4
1358,Mark Heimann,06/08/2022,bodyweight_kg,74.4
1359,Blake Trevillian,03/30/2022,bodyweight_kg,89.7
1360,Jonathan Avril,04/30/2022,bodyweight_kg,134.7
1361,Blayne Kildahl,03/23/2022,bodyweight_kg,87.7
1362,Mirwaise Masroor,06/08/2022,bodyweight_kg,94.4
1363,Christopher Hanna,04/02/2022,bodyweight_kg,68.2
1364,Keenan Dung,03/06/2022,bodyweight_kg,74.0
1365,Marcos Chavez,03/26/2022,bodyweight_kg,69.7
1366,Josh Wade,04/23/2022,bodyweight_kg,107.9
1367,Victor Cabali,06/08/2022,bodyweight_kg,81.4
1368,Jean-Louis Nguyen,06/08/2022,bodyweight_kg,79.7
1369,Daniel Fuentes,08/13/2022,bodyweight_kg,81.5
1370,James Flanigan,06/08/2022,bodyweight_kg,98.7
1371,Damarrio Holloway,02/19/2022,bodyweight_kg,75.3
1372,Charr Gahagan,03/04/2022,bodyweight_kg,98.2
1373,Brady Flasch,03/05/2022,bodyweight_kg,73.7
1374,Nicklas Haddad,06/08/2022,bodyweight_kg,73.2
1375,Ben Sanchez,09/10/2022,bodyweight_kg,66.3
1376,Ryan Robertson,03/26/2022,bodyweight_kg,96.2
1377,Tim Hansen,03/23/2022,bodyweight_kg,96.9
1378,Carlos Mata,06/08/2022,bodyweight_kg,65.3
1379,Henry Huynhnguyen,10/16/2022,bodyweight_kg,81.7
1380,Daniel Chen,05/07/2022,bodyweight_kg,73.2
1381,Riley Hennessey,03/26/2022,bodyweight_kg,81.1
1382,Judah Jones,06/08/2022,bodyweight_kg,99.0
1383,Sebastian Baytan,03/05/2022,bodyweight_kg,97.0
1384,Bryce Martin,06/18/2022,bodyweight_kg,95.6
1385,Lorenz Licudine,03/30/2022,bodyweight_kg,88.5
1386,Ragheb Abu-rubieh,07/30/2022,bodyweight_kg,82.4
1387,Richard Readdy,06/08/2022,bodyweight_kg,81.8
1388,Samuel Marusic,05/07/2022,bodyweight_kg,89.1
1389,Austin Brouillard,10/15/2022,bodyweight_kg,81.8
1390,Luis Trujillo,07/23/2022,bodyweight_kg,89.2
1391,Carrington Amadi,06/08/2022,bodyweight_kg,124.8
1392,Omar Marquez,06/08/2022,bodyweight_kg,124.8
1393,Gabriel Rogers,10/15/2022,bodyweight_kg,84.9
1394,Charles Ellison,03/26/2022,bodyweight_kg,81.9
1395,Daniel Tum Suden,07/23/2022,bodyweight_kg,87.4
1396,Josue Paredes,03/19/2022,bodyweight_kg,71.8
1397,Ricardo Gomez,07/30/2022,bodyweight_kg,97.2
1398,Wesley Mull,01/15/2022,bodyweight_kg,90.0
1399,Benjamin Lawrence,08/06/2022,bodyweight_kg,88.7
1400,Stuart Feng,04/16/2022,bodyweight_kg,82.0
1401,Jaime Turcios,06/08/2022,bodyweight_kg,118.3
1402,Trey Koenig,03/06/2022,bodyweight_kg,107.3
1403,Jaylen Boyd,06/08/2022,bodyweight_kg,66.1
1404,Kevin Elliott,03/19/2022,bodyweight_kg,107.4
1405,Samuel Friedrich,03/23/2022,bodyweight_kg,82.1
1406,Quinten Walker,05/29/2022,bodyweight_kg,88.9
1407,John Suschak,10/15/2022,bodyweight_kg,87.2
1408,Josenico Blanco,07/23/2022,bodyweight_kg,87.9
1409,Stefan Kraus,02/19/2022,bodyweight_kg,79.5
1410,Anotine Welch,04/23/2022,bodyweight_kg,91.1
1411,Kyung-Min (John) Roh,10/15/2022,bodyweight_kg,89.2
1412,Nicklas Gilmour,09/24/2022,bodyweight_kg,89.2
1413,Sean Collins,09/25/2022,bodyweight_kg,75.0
1414,Ariel Merivil,03/12/2022,bodyweight_kg,82.5
1415,Matthew Octaviano,01/15/2022,bodyweight_kg,100.0
1416,John Tong,04/23/2022,bodyweight_kg,82.5
1417,Reginald Mouton,06/08/2022,bodyweight_kg,74.5
1418,Carter Welch,03/26/2022,bodyweight_kg,105.8
1419,Kenneth Imperial,06/08/2022,bodyweight_kg,59.5
1420,Nathaniel Hancock,06/08/2022,bodyweight_kg,98.7
1421,Martimiano Altamirano,10/15/2022,bodyweight_kg,79.7
1422,Justin Allamby,10/15/2022,bodyweight_kg,113.6
1423,Ray Thomas,06/08/2022,bodyweight_kg,99.4
1424,Kevin Hayes,02/12/2022,bodyweight_kg,108.2
1425,Bradley Robinson,04/16/2022,bodyweight_kg,81.5
1426,Gordon Bash,06/04/2022,bodyweight_kg,87.0
1427,Andrew Wawersik,05/21/2022,bodyweight_kg,74.7
1428,Jeremy Orme,03/26/2022,bodyweight_kg,109.9
1429,Steven Ridges,02/19/2022,bodyweight_kg,116.3
1430,Michael Berg,10/08/2022,bodyweight_kg,93.0
1431,Dwight Burns,05/29/2022,bodyweight_kg,87.2
1432,Justin Jang,08/13/2022,bodyweight_kg,74.4
1433,Osmar Franco-Barrios,03/30/2022,bodyweight_kg,74.9
1434,Jake Limbardo,07/08/2022,bodyweight_kg,98.6
1435,Zachary Zills,09/03/2022,bodyweight_kg,98.6
1436,Tyler Quesinberry,03/26/2022,bodyweight_kg,97.9
1437,Michael Brazzel,06/08/2022,bodyweight_kg,81.9
1438,Brandon Yahatta,06/04/2022,bodyweight_kg,81.4
1439,Joshua Asarnow,03/26/2022,bodyweight_kg,74.6
1440,Danangelo Cabal,01/22/2022,bodyweight_kg,72.4
1441,Evan Wimbish,10/08/2022,bodyweight_kg,88.3
1442,Terry Jiang,03/26/2022,bodyweight_kg,86.5
1443,Russel Nguyen,06/25/2022,bodyweight_kg,74.7
1444,Johnlou Bernard Reyes,09/24/2022,bodyweight_kg,108.6
1445,Dakoda Trull,03/26/2022,bodyweight_kg,124.2
1446,Ryan Dengler,03/26/2022,bodyweight_kg,105.7
1447,Nathan Gorham,06/08/2022,bodyweight_kg,108.8
1448,Christopher Berger,09/24/2022,bodyweight_kg,105.8
1449,Jackie Vong,03/26/2022,bodyweight_kg,72.7
1450,Peyton Mitties,07/16/2022,bodyweight_kg,90.0
1451,Tyler Davis,07/23/2022,bodyweight_kg,103.7
1452,Nick Sparks,09/25/2022,bodyweight_kg,75.0
1453,Dean Ippolito,10/09/2022,bodyweight_kg,79.6
1454,Jan Astorga,04/16/2022,bodyweight_kg,73.9
1455,Nathan Webster,10/01/2022,bodyweight_kg,82.0
1456,Jalen Allamby,10/15/2022,bodyweight_kg,96.1
1457,Justin Ngo,04/23/2022,bodyweight_kg,81.4
1458,Troy Thompson,03/05/2022,bodyweight_kg,89.5
1459,Bradon Gulch,01/22/2022,bodyweight_kg,122.2
1460,Taylor Moorman,04/23/2022,bodyweight_kg,97.5
1461,Brandin Carballo,03/26/2022,bodyweight_kg,66.2
1462,Zachary Arnold,03/26/2022,bodyweight_kg,89.7
1463,Sean Despres,06/18/2022,bodyweight_kg,105.6
1464,Joshua Brame,02/26/2022,bodyweight_kg,89.7
1465,Bryan Aguada,07/23/2022,bodyweight_kg,87.2
1466,Matthew Spohr,10/01/2022,bodyweight_kg,106.5
1467,Thien Chu,03/06/2022,bodyweight_kg,67.2
1468,Solomon Kim,07/30/2022,bodyweight_kg,97.1
1469,Johnathan Escoffrey,01/22/2022,bodyweight_kg,89.2
1470,John Gonzaba,06/08/2022,bodyweight_kg,67.2
1471,Clayton Cuddington,05/01/2022,bodyweight_kg,99.3
1472,Quentin White,08/13/2022,bodyweight_kg,99.3
1473,Zack Berezay,03/26/2022,bodyweight_kg,99.5
1474,Keontre Walker,04/09/2022,bodyweight_kg,99.5
1475,Rodney Alexander,03/19/2022,bodyweight_kg,66.8
1476,John Paul Arreglado,04/02/2022,bodyweight_kg,66.3
1477,Brock Wetzlich,03/26/2022,bodyweight_kg,109.9
1478,Averil Royal,06/08/2022,bodyweight_kg,98.2
1479,Juneau Catalano,08/13/2022,bodyweight_kg,87.6
1480,Charles Hammonds Jr,06/25/2022,bodyweight_kg,75.0
1481,Sion Farley-Thompson,03/26/2022,bodyweight_kg,79.7
1482,Lucas Young,08/13/2022,bodyweight_kg,74.5
1483,Brandon Ragoonath,03/26/2022,bodyweight_kg,102.3
1484,Clifford David,08/13/2022,bodyweight_kg,89.0
1485,Samuel Kinard,10/08/2022,bodyweight_kg,83.4
1486,Peter Esset,07/30/2022,bodyweight_kg,81.6
1487,Ian Covell,04/23/2022,bodyweight_kg,97.8
1488,John Nickl,07/23/2022,bodyweight_kg,88.5
1489,Shakeel Holman,06/08/2022,bodyweight_kg,98.6
1490,James Tompkins,07/23/2022,bodyweight_kg,89.3
1491,Taj Wellington,05/21/2022,bodyweight_kg,80.0
1492,Alex Mostacero,06/08/2022,bodyweight_kg,107.6
1493,Jacob Juska,03/30/2022,bodyweight_kg,109.1
1494,JeQuille Lyles,04/30/2022,bodyweight_kg,106.1
1495,Antonio Yharbrough,06/08/2022,bodyweight_kg,123.2
1496,Peter Ou,03/26/2022,bodyweight_kg,65.2
1497,James Ronyak,02/12/2022,bodyweight_kg,96.8
1498,Evan Hawk,07/02/2022,bodyweight_kg,74.4
1499,Michael Jones,04/23/2022,bodyweight_kg,93.4
1500,Ricky Zheng,09/03/2022,bodyweight_kg,89.5
1501,Faruk Yucel,07/30/2022,bodyweight_kg,95.5
1502,Colin Embry,05/07/2022,bodyweight_kg,96.9
1503,Tommy Schneider,02/12/2022,bodyweight_kg,89.0
1504,Roland Julian Sulit,04/09/2022,bodyweight_kg,82.1
1505,Connor Ernst,03/30/2022,bodyweight_kg,82.1
1506,Daniel Mello,08/20/2022,bodyweight_kg,98.4
1507,Lewis Henneberger,08/13/2022,bodyweight_kg,107.2
1508,Jackson Jaeger,03/26/2022,bodyweight_kg,81.0
1509,Kevin Chu,06/08/2022,bodyweight_kg,109.6
1510,Larenz Webb,09/24/2022,bodyweight_kg,74.6
1511,Jonathan Bradfield,04/02/2022,bodyweight_kg,89.1
1512,Nick Baldwin,04/09/2022,bodyweight_kg,96.5
1513,Andres Reyes,10/15/2022,bodyweight_kg,95.1
1514,Elliott Sykes,03/23/2022,bodyweight_kg,66.0
1515,Luke Whittenberger,07/23/2022,bodyweight_kg,74.1
1516,Kayon Mitchell,07/16/2022,bodyweight_kg,95.2
1517,Hamza Ahmed,08/13/2022,bodyweight_kg,98.7
1518,Logan Biedermann,03/26/2022,bodyweight_kg,79.4
1519,Travis Cooper,05/01/2022,bodyweight_kg,86.1
1520,Eddie Suarez,04/30/2022,bodyweight_kg,69.8
1521,Zachary Vanderhoff,03/05/2022,bodyweight_kg,80.6
1522,Misha Shteyman,07/23/2022,bodyweight_kg,81.2
1523,Nikita Koba,02/19/2022,bodyweight_kg,108.4
1524,Eddie Lundberg,09/10/2022,bodyweight_kg,81.3
1525,Thomas Newell,03/26/2022,bodyweight_kg,87.5
1526,Jack Lutze,03/26/2022,bodyweight_kg,74.3
1527,Elijah Anderson,04/16/2022,bodyweight_kg,80.2
1528,Bryce Siecko,07/16/2022,bodyweight_kg,80.8
1529,Edward Alicdan Jr,08/13/2022,bodyweight_kg,99.8
1530,Andrew Cain,04/16/2022,bodyweight_kg,80.3
1531,Jonathan Rojas,01/15/2022,bodyweight_kg,75.0
1532,Devin Gordon,04/09/2022,bodyweight_kg,80.9
1533,Brett Ramsey,06/08/2022,bodyweight_kg,104.2
1534,Christopher Marchisotto,10/09/2022,bodyweight_kg,128.3
1535,Victor Lopez,05/07/2022,bodyweight_kg,74.5
1536,Jayson Mull,09/24/2022,bodyweight_kg,96.5
1537,Bryce Scott,05/01/2022,bodyweight_kg,108.2
1538,Constantine Vasilopoulos,03/26/2022,bodyweight_kg,80.5
1539,Donald Phounsavath,03/26/2022,bodyweight_kg,89.9
1540,Will Sepe,03/26/2022,bodyweight_kg,123.2
1541,Ryan Macdonald,06/08/2022,bodyweight_kg,107.6
1542,Josh Cortez,09/24/2022,bodyweight_kg,74.7
1543,Tanner Knox,03/26/2022,bodyweight_kg,93.2
1544,John Le,03/26/2022,bodyweight_kg,74.7
1545,John Hodge,09/10/2022,bodyweight_kg,98.1
1546,Ryan Schroer,07/16/2022,bodyweight_kg,72.5
1547,Kurt Navarro,06/08/2022,bodyweight_kg,59.4
1548,Oscar Hernandez,09/24/2022,bodyweight_kg,73.1
1549,Christion Thomas,06/08/2022,bodyweight_kg,66.1
1550,Clayton Callender,05/29/2022,bodyweight_kg,82.5
1551,Danny Lewis Jr,05/28/2022,bodyweight_kg,101.2
1552,Michael Carter,06/25/2022,bodyweight_kg,95.5
1553,Jackson Jackson,07/16/2022,bodyweight_kg,99.0
1554,Ronald Trigg,03/19/2022,bodyweight_kg,88.9
1555,Elly Jdaidany,07/16/2022,bodyweight_kg,88.2
1556,Nathaniel Wolf,03/06/2022,bodyweight_kg,108.7
1557,Taeyoung Yoon,08/28/2022,bodyweight_kg,73.8
1558,Logan Jones,04/30/2022,bodyweight_kg,87.0
1559,Brett Clevinger,09/10/2022,bodyweight_kg,81.5
1560,Ethan Frank,05/07/2022,bodyweight_kg,97.8
1561,Mark Davis,10/15/2022,bodyweight_kg,95.0
1562,Jacob Breaux,10/15/2022,bodyweight_kg,81.5
1563,Dillon Le,04/30/2022,bodyweight_kg,72.2
1564,Luke Rybarczyk,09/10/2022,bodyweight_kg,98.6
1565,John Zavala,06/18/2022,bodyweight_kg,74.5
1566,Jeremiah Vivero,06/08/2022,bodyweight_kg,82.2
1567,David James,02/26/2022,bodyweight_kg,109.1
1568,Jeff Spawton,06/08/2022,bodyweight_kg,107.6
1569,Max Heller,10/09/2022,bodyweight_kg,82.3
1570,Daniel Aguirre,03/26/2022,bodyweight_kg,89.8
1571,Semaj Antley,03/26/2022,bodyweight_kg,73.5
1572,Ivan Kalustian-Carrier,05/29/2022,bodyweight_kg,99.5
1573,Hunter Metzger,07/23/2022,bodyweight_kg,89.3
1574,Brad Gernazian,05/21/2022,bodyweight_kg,82.4
1575,Christopher DeCaro,03/26/2022,bodyweight_kg,97.4
1576,Michael Walker,01/29/2022,bodyweight_kg,109.3
1577,Ryan Donnelly,01/15/2022,bodyweight_kg,107.8
1578,Collin McKinzie,03/26/2022,bodyweight_kg,88.1
1579,Justin Taylor,03/19/2022,bodyweight_kg,96.1
1580,Caleb Viau,05/29/2022,bodyweight_kg,99.0
1581,Dhimitri Bido,04/23/2022,bodyweight_kg,82.5
1582,Callum Hurst,06/08/2022,bodyweight_kg,73.7
1583,Dafner Sylvain,03/26/2022,bodyweight_kg,94.8
1584,Michael Vargas,09/10/2022,bodyweight_kg,79.5
1585,Jacob Odum,03/26/2022,bodyweight_kg,81.3
1586,Teddy Bien-Aime,02/26/2022,bodyweight_kg,80.7
1587,Wilton Adames,02/20/2022,bodyweight_kg,97.7
1588,Logan Sharp,03/26/2022,bodyweight_kg,87.6
1589,Seth Ruff,03/26/2022,bodyweight_kg,110.9
1590,John Jones Jr.,06/08/2022,bodyweight_kg,119.5
1591,Alexander Ju,07/08/2022,bodyweight_kg,97.7
1592,Ryan Janni,07/08/2022,bodyweight_kg,73.2
1593,Brian Lore,03/26/2022,bodyweight_kg,78.4
1594,Rei Rexha,02/12/2022,bodyweight_kg,81.4
1595,Atilla Turan,07/08/2022,bodyweight_kg,87.7
1596,Sage Ishibashi-To,02/26/2022,bodyweight_kg,75.0
1597,Jack Encheff,04/02/2022,bodyweight_kg,79.7
1598,David Benavides,02/19/2022,bodyweight_kg,73.9
1599,Ray Bowring,04/02/2022,bodyweight_kg,150.9
1600,Micah Rodahl,02/12/2022,bodyweight_kg,105.3
1601,Evan Zheng,02/26/2022,bodyweight_kg,95.2
1602,Billy Mangiamele,04/03/2022,bodyweight_kg,108.4
1603,Lawrence Abner,04/30/2022,bodyweight_kg,71.7
1604,Jared Bowens,03/30/2022,bodyweight_kg,74.0
1605,Matt Cronin,04/10/2022,bodyweight_kg,82.3
1606,William Chapman,03/19/2022,bodyweight_kg,107.7
1607,Joshua Lipp,01/22/2022,bodyweight_kg,65.8
1608,Andrew-Ted Fernandez,08/13/2022,bodyweight_kg,108.5
1609,Joshua Opiela,02/26/2022,bodyweight_kg,139.0
1610,Raymond Jin,03/26/2022,bodyweight_kg,98.8
1611,Colby Humphries,02/26/2022,bodyweight_kg,66.9
1612,KC Bell,07/03/2022,bodyweight_kg,81.1
1613,Brian Ashbee,10/01/2022,bodyweight_kg,78.7
1614,Thai Nguyen,06/25/2022,bodyweight_kg,81.1
1615,Nico Bourgeois,01/15/2022,bodyweight_kg,89.3
1616,Max Story,07/30/2022,bodyweight_kg,88.0
1617,Randall Caldwell,06/18/2022,bodyweight_kg,73.5
1618,Jinsik Kim,08/28/2022,bodyweight_kg,97.5
1619,Brian Elderd,06/25/2022,bodyweight_kg,74.7
1620,John Heilman,06/08/2022,bodyweight_kg,109.5
1621,Airion Britt,02/12/2022,bodyweight_kg,108.8
1622,Benjamin Dresher,08/13/2022,bodyweight_kg,82.5
1623,Rey Espinoza,09/24/2022,bodyweight_kg,74.2
1624,Thomas Swartout,06/25/2022,bodyweight_kg,80.7
1625,Benjamin Rowe,06/08/2022,bodyweight_kg,81.9
1626,Thomas Coons,07/16/2022,bodyweight_kg,73.7
1627,Joseph Sisombath,06/08/2022,bodyweight_kg,134.5
1628,Nick Squires,10/09/2022,bodyweight_kg,98.5
1629,Kane Madison,07/09/2022,bodyweight_kg,69.3
1630,Christian Maldonado,03/26/2022,bodyweight_kg,67.1
1631,Michael Gagnier,02/13/2022,bodyweight_kg,80.2
1632,John Jones,06/25/2022,bodyweight_kg,128.0
1633,Allen Matsumoto,04/16/2022,bodyweight_kg,88.4
1634,Joshua Baboff,01/22/2022,bodyweight_kg,95.1
1635,Spencer Dillingham,05/21/2022,bodyweight_kg,103.0
1636,Samuel Yuen,05/21/2022,bodyweight_kg,82.1
1637,Jeremy Ciha,05/01/2022,bodyweight_kg,109.2
1638,Sterling Walker,06/08/2022,bodyweight_kg,66.2
1639,Andrew Sanchez,09/03/2022,bodyweight_kg,116.5
1640,Travis Strait,03/19/2022,bodyweight_kg,109.3
1641,Anthony Thomas,01/16/2022,bodyweight_kg,89.8
1642,Justin Recio,05/14/2022,bodyweight_kg,110.9
1643,Timothy Wang,08/13/2022,bodyweight_kg,89.3
1644,Uriah Armstrong,01/15/2022,bodyweight_kg,89.3
1645,Josue Leon,06/08/2022,bodyweight_kg,67.0
1646,Alex LaRochelle,06/08/2022,bodyweight_kg,65.8
1647,Daniel Xia,08/13/2022,bodyweight_kg,74.6
1648,Nick Tylutki,02/12/2022,bodyweight_kg,101.1
1649,Stephan Sukola,05/01/2022,bodyweight_kg,98.3
1650,Mitchell Zaplatosch,03/19/2022,bodyweight_kg,74.1
1651,Anthony Robertson,01/15/2022,bodyweight_kg,79.4
1652,Brenton Fleming,10/15/2022,bodyweight_kg,109.7
1653,Robert Parisi,02/26/2022,bodyweight_kg,122.3
1654,Jacob Lyons,06/08/2022,bodyweight_kg,65.4
1655,Tobias Campbell,03/23/2022,bodyweight_kg,87.6
1656,Johnny Mejia,08/13/2022,bodyweight_kg,89.6
1657,Mason Mitchell,06/18/2022,bodyweight_kg,93.6
1658,Isaiah Carrington,02/20/2022,bodyweight_kg,90.9
1659,Toney Lum,05/21/2022,bodyweight_kg,74.3
1660,Erik Hogan,07/16/2022,bodyweight_kg,67.1
1661,Tony Lee,09/10/2022,bodyweight_kg,81.4
1662,Kai Rossbach,03/06/2022,bodyweight_kg,87.1
1663,Fernando Ramos-Diaz,05/29/2022,bodyweight_kg,82.1
1664,Kyle Pung,07/23/2022,bodyweight_kg,119.1
1665,Michael Brown,04/23/2022,bodyweight_kg,122.7
1666,Nick Westgate,05/01/2022,bodyweight_kg,88.4
1667,Ylli Mujaj,09/03/2022,bodyweight_kg,124.5
1668,Emmanuel Trujillo,02/05/2022,bodyweight_kg,85.9
1669,Matthew Poisson,01/15/2022,bodyweight_kg,97.3
1670,Jessie Badeaux,06/08/2022,bodyweight_kg,114.7
1671,Gavino Vara,09/10/2022,bodyweight_kg,88.5
1672,William Lam,05/14/2022,bodyweight_kg,72.7
1673,Kevin Pak,01/22/2022,bodyweight_kg,65.6
1674,Gregory Gyalog,10/08/2022,bodyweight_kg,108.6
1675,Phil Lebel,01/15/2022,bodyweight_kg,91.2
1676,Travis Shouse,03/26/2022,bodyweight_kg,156.3
1677,Craig Jenkins,03/19/2022,bodyweight_kg,89.3
1678,Kelsei Green,02/26/2022,bodyweight_kg,86.7
1679,Justin Hinh,05/07/2022,bodyweight_kg,78.6
1680,Nicholas Makras,05/01/2022,bodyweight_kg,90.0
1681,Brandon Montlavo,08/13/2022,bodyweight_kg,73.4
1682,Nick Stone,03/12/2022,bodyweight_kg,104.9
1683,Vincent Cracchiolo,09/10/2022,bodyweight_kg,90.0
1684,Dylan Kahn,04/16/2022,bodyweight_kg,97.6
1685,Luis Vega,04/09/2022,bodyweight_kg,74.6
1686,Keith Waddell,01/22/2022,bodyweight_kg,106.6
1687,Nicolas Lugioyo,05/07/2022,bodyweight_kg,109.7
1688,Spencer Mann,03/26/2022,bodyweight_kg,99.1
1689,Bryan Dawe,01/22/2022,bodyweight_kg,90.8
1690,Richard Moon,09/17/2022,bodyweight_kg,123.4
1691,Jeff Cohen,06/08/2022,bodyweight_kg,67.0
1692,Daniel Dietrich,03/26/2022,bodyweight_kg,92.3
1693,Fernando Diaz,06/18/2022,bodyweight_kg,81.3
1694,Nicholas Trakas,05/29/2022,bodyweight_kg,67.5
1695,Jason Navarro,04/30/2022,bodyweight_kg,80.1
1696,Ricky Huynh,03/30/2022,bodyweight_kg,74.2
1697,Vaibhav Jaideep,08/06/2022,bodyweight_kg,85.1
1698,Sean Luangpraseuth,03/26/2022,bodyweight_kg,67.1
1699,Timothy Ochoa,09/03/2022,bodyweight_kg,67.1
1700,Zachary Klapp,03/06/2022,bodyweight_kg,74.3
1701,Joshua Sparks,07/10/2022,bodyweight_kg,87.1
1702,Nikolas Cristan,03/23/2022,bodyweight_kg,88.5
1703,Asher Johnson,02/26/2022,bodyweight_kg,89.8
1704,Michael Crehan,09/10/2022,bodyweight_kg,81.5
1705,Tyler Otto,07/09/2022,bodyweight_kg,98.9
1706,Benjamin Bulson,07/08/2022,bodyweight_kg,89.2
1707,Saimon Haddad,08/13/2022,bodyweight_kg,99.6
1708,Marc Greco,06/18/2022,bodyweight_kg,89.9
1709,Ilian Rojas,06/18/2022,bodyweight_kg,98.2
1710,Dat Le,06/08/2022,bodyweight_kg,59.4
1711,John Keeley,03/26/2022,bodyweight_kg,98.9
1712,Newton Cheng,03/04/2022,bodyweight_kg,59.3
1713,Mitchell Jones,10/15/2022,bodyweight_kg,99.0
1714,Dylan McKinney,08/13/2022,bodyweight_kg,89.3
1715,Walter Oro Abrahao,04/30/2022,bodyweight_kg,99.1
1716,Kevin Luke,01/22/2022,bodyweight_kg,104.3
1717,stanley zapata,08/13/2022,bodyweight_kg,73.5
1718,Evan Ross,08/06/2022,bodyweight_kg,87.5
1719,Tyler Tillmon,04/09/2022,bodyweight_kg,81.8
1720,Kyle Morris,03/19/2022,bodyweight_kg,73.5
1721,Hassan Sobh,08/27/2022,bodyweight_kg,73.5
1722,Victor Truong,07/30/2022,bodyweight_kg,97.1
1723,Carson LaBarre,03/22/2022,bodyweight_kg,104.5
1724,MItchell Rees,02/26/2022,bodyweight_kg,88.9
1725,Gabriel Reyes,04/09/2022,bodyweight_kg,81.9
1726,Jacob Woods,03/19/2022,bodyweight_kg,74.8
1727,Hashem Elsherbeny,03/26/2022,bodyweight_kg,95.8
1728,Skyler Giannetti,01/22/2022,bodyweight_kg,82.0
1729,Kristian Elvina,07/08/2022,bodyweight_kg,82.0
1730,Jarrett Nowak,03/26/2022,bodyweight_kg,87.7
1731,Andrew Graves,09/25/2022,bodyweight_kg,82.1
1732,Krystian Garbicz,03/26/2022,bodyweight_kg,98.1
1733,Kurt Duchow,01/22/2022,bodyweight_kg,107.9
1734,Jordan Bywater,08/27/2022,bodyweight_kg,108.7
1735,Maurice McFadden,08/27/2022,bodyweight_kg,89.9
1736,Marc Lehnert,06/08/2022,bodyweight_kg,119.6
1737,Timothy Wong,08/13/2022,bodyweight_kg,88.7
1738,Sean Ramirez,04/30/2022,bodyweight_kg,97.6
1739,Cameron Lunsford,03/26/2022,bodyweight_kg,99.0
1740,Brandon Diamond,05/01/2022,bodyweight_kg,96.9
1741,Kevin Nuesi,07/16/2022,bodyweight_kg,90.0
1742,Ryan North,07/16/2022,bodyweight_kg,99.8
1743,Jared Zapanta,05/07/2022,bodyweight_kg,73.9
1744,Christian Kornegay,03/05/2022,bodyweight_kg,98.4
1745,Norman Leflore,05/21/2022,bodyweight_kg,73.9
1746,Christopher Padilla,06/08/2022,bodyweight_kg,59.4
1747,Lance Madden,04/10/2022,bodyweight_kg,82.4
1748,Benjamin Pendley,09/11/2022,bodyweight_kg,88.8
1749,Brock Young,02/12/2022,bodyweight_kg,89.5
1750,David Weisman,05/28/2022,bodyweight_kg,80.0
1751,Ty Welsch,04/02/2022,bodyweight_kg,99.3
1752,Chad Mara,05/07/2022,bodyweight_kg,97.9
1753,Asante Gordon,03/23/2022,bodyweight_kg,65.8
1754,Joaquin Jacquez,07/23/2022,bodyweight_kg,98.7
1755,Randy Michael,07/23/2022,bodyweight_kg,96.5
1756,Andre Butler,07/30/2022,bodyweight_kg,98.0
1757,Thomas Swain,01/15/2022,bodyweight_kg,97.3
1758,Aaron DelMundo,07/08/2022,bodyweight_kg,74.2
1759,Yuheng Liu,03/26/2022,bodyweight_kg,73.6
1760,Ethan Stone,03/23/2022,bodyweight_kg,82.0
1761,Max Marohl,07/09/2022,bodyweight_kg,87.8
1762,Alex Merino,01/22/2022,bodyweight_kg,108.9
1763,Jj Ortiz,09/10/2022,bodyweight_kg,74.3
1764,Matthew Griffin,04/16/2022,bodyweight_kg,89.9
1765,Cyler Anderson,07/16/2022,bodyweight_kg,98.3
1766,Mauricio Salazar,09/10/2022,bodyweight_kg,97.6
1767,Tanzeem Mahtab,01/22/2022,bodyweight_kg,81.6
1768,Ethan Winn,03/26/2022,bodyweight_kg,89.3
1769,Conner Wilmas,04/09/2022,bodyweight_kg,153.8
1770,Pavlo Mishchuk,07/16/2022,bodyweight_kg,126.2
1771,Chase Ulrick,02/12/2022,bodyweight_kg,121.7
1772,Jakweli Gist,03/22/2022,bodyweight_kg,81.0
1773,Avery Collins,09/10/2022,bodyweight_kg,85.4
1774,Ervin Rodriguez Lopez,04/23/2022,bodyweight_kg,90.0
1775,Praveen Sakthivel,08/20/2022,bodyweight_kg,86.1
1776,Natrevian Daniels,01/15/2022,bodyweight_kg,109.9
1777,Zarek Jarvis,07/23/2022,bodyweight_kg,82.3
1778,Denzel Robinson,09/03/2022,bodyweight_kg,80.5
1779,Daniel Moseley,09/03/2022,bodyweight_kg,79.3
1780,Rocky Molina Ii,04/23/2022,bodyweight_kg,123.8
1781,Tyler Montanye,04/02/2022,bodyweight_kg,99.3
1782,Kurt Labiano,06/08/2022,bodyweight_kg,67.2
1783,Antonio Vaca,08/06/2022,bodyweight_kg,81.8
1784,Brendan Parr,03/26/2022,bodyweight_kg,81.8
1785,Michael Jolly,04/09/2022,bodyweight_kg,98.7
1786,Luke Montavon,06/18/2022,bodyweight_kg,81.9
1787,Jonathan Chaves,04/23/2022,bodyweight_kg,89.0
1788,Kevin Kattiandagho,02/26/2022,bodyweight_kg,74.1
1789,Jack Kirschler,02/12/2022,bodyweight_kg,80.7
